ActionGeo_Fullname (52)	ActionGeo_Lat (56)	ActionGeo_Long (57)	Actor1Name (6)	Actor1Geo_Fullname (36)	Actor2Name (16)	Actor2Geo_Fullname (44)	EventCode (26)	QuadClass  (29)	AvgTone (34)	SourceURL (60)
United Kingdom	41.4409	-71.8812	POLICE	United Kingdom			Destroy property	Verbal Cooperation	-5.7915	http://indiatoday.intoday.in/story/nigerians-remanded-to-police-custody-in-cheating-case/1/1049060.html
Germany	39.7334	-75.133			MEGHALAYA	Germany	"Impose administrative sanctions, not specified below"	Verbal Cooperation	-5.7915	http://indiatoday.intoday.in/story/nigerians-remanded-to-police-custody-in-cheating-case/1/1049060.html
Pakistan	42.1497	-74.9384			MEGHALAYA	Germany	"Impose administrative sanctions, not specified below"	Material Conflict	-5.7915	http://indiatoday.intoday.in/story/nigerians-remanded-to-police-custody-in-cheating-case/1/1049060.html
Sri Lanka	44.0407	-72.7093			SRI LANKA	Sri Lanka	"Impose administrative sanctions, not specified below"	Verbal Cooperation	-5.7915	http://indiatoday.intoday.in/story/nigerians-remanded-to-police-custody-in-cheating-case/1/1049060.html
	41.6005	-93.6091	RESIDENTS		TOBAGO		"Arrest, detain, or charge with legal action"	Verbal Cooperation	-5.8824	https://www.tv6tnt.com/news/7pmnews/a-cry-for-water-in-charlotteville/article_4ae6e234-9a7a-11e7-9c7a-e3ef0bf6e7d8.html
"Montana, United States"	38.3566	-121.988	UNITED STATES	"Spotted Eagle Recreation Area, Montana, United States"	MONTANA	"Spotted Eagle Recreation Area, Montana, United States"	"Use conventional military force, not specified below"	Verbal Cooperation	-5.9581	http://www.sidneyherald.com/community/religion/floods-and-fires/article_beede2e2-9a69-11e7-acc5-cb5600bbf13c.html
"Montana, United States"	41.85	-87.6501	UNITED STATES	"Montana, United States"	MONTANA	"Montana, United States"	"Use conventional military force, not specified below"	Verbal Cooperation	-5.9581	http://www.sidneyherald.com/community/religion/floods-and-fires/article_beede2e2-9a69-11e7-acc5-cb5600bbf13c.html
"Montana, United States"	35.9382	-77.7905			MONTANA	"Spotted Eagle Recreation Area, Montana, United States"	Fight with small arms and light weapons	Verbal Cooperation	-5.9581	http://www.sidneyherald.com/community/religion/floods-and-fires/article_beede2e2-9a69-11e7-acc5-cb5600bbf13c.html
"Montana, United States"	44.2394	-114.51			MONTANA	"Montana, United States"	Accede to demands for change in leadership	Verbal Cooperation	-5.9581	http://www.sidneyherald.com/community/religion/floods-and-fires/article_beede2e2-9a69-11e7-acc5-cb5600bbf13c.html
Luxembourg	44.2394	-114.51	EUROPEAN	Luxembourg			"Accuse, not specified below"	Verbal Cooperation	-6.0478	http://www.independent.ie/opinion/comment/commission-leader-is-out-to-shift-eu-debate-from-fatalism-to-federalism-36137507.html
"Dublin, Dublin, Ireland"	37.768	-78.2057	IRELAND	"Dublin, Dublin, Ireland"	JEAN CLAUDE JUNCKER	"Dublin, Dublin, Ireland"	Make optimistic comment	Verbal Cooperation	-6.0478	http://www.independent.ie/opinion/comment/commission-leader-is-out-to-shift-eu-debate-from-fatalism-to-federalism-36137507.html
"Dublin, Dublin, Ireland"	39.5296	-119.814	LUXEMBOURG	"Dublin, Dublin, Ireland"			"Consult, not specified below"	Verbal Cooperation	-6.0478	http://www.independent.ie/opinion/comment/commission-leader-is-out-to-shift-eu-debate-from-fatalism-to-federalism-36137507.html
Luxembourg	37.768	-78.2057	LUXEMBOURGER	Luxembourg			"Consult, not specified below"	Verbal Cooperation	-6.0478	http://www.independent.ie/opinion/comment/commission-leader-is-out-to-shift-eu-debate-from-fatalism-to-federalism-36137507.html
"Dublin, Dublin, Ireland"	37.768	-78.2057	NEWSPAPER	"Dublin, Dublin, Ireland"	IRELAND	"Dublin, Dublin, Ireland"	Praise or endorse	Verbal Cooperation	-6.0478	http://www.independent.ie/opinion/comment/commission-leader-is-out-to-shift-eu-debate-from-fatalism-to-federalism-36137507.html
"Donegal, Donegal, Ireland"	46.9048	-110.326	NEWSPAPER	"Donegal, Donegal, Ireland"	JEAN CLAUDE JUNCKER	"Donegal, Donegal, Ireland"	Retreat or surrender militarily	Verbal Cooperation	-6.0478	http://www.independent.ie/opinion/comment/commission-leader-is-out-to-shift-eu-debate-from-fatalism-to-federalism-36137507.html
"Donegal, Donegal, Ireland"	38.8951	-77.0364			CORPORATION	"Donegal, Donegal, Ireland"	Fight with small arms and light weapons	Verbal Cooperation	-6.0478	http://www.independent.ie/opinion/comment/commission-leader-is-out-to-shift-eu-debate-from-fatalism-to-federalism-36137507.html
"Dublin, Dublin, Ireland"	45.6167	-62.6167			LUXEMBOURG	"Dublin, Dublin, Ireland"	Host a visit	Verbal Cooperation	-6.0478	http://www.independent.ie/opinion/comment/commission-leader-is-out-to-shift-eu-debate-from-fatalism-to-federalism-36137507.html
Luxembourg	15.5	-90.25			LUXEMBOURGER	Luxembourg	Host a visit	Verbal Cooperation	-6.0478	http://www.independent.ie/opinion/comment/commission-leader-is-out-to-shift-eu-debate-from-fatalism-to-federalism-36137507.html
"Manila, Manila, Philippines"	38.8951	-77.0364	PHILIPPINE	"Manila, Manila, Philippines"			"Demonstrate or rally, not specified below"	Verbal Cooperation	-6.087	http://thestandard.com.ph/news/national/247099/jinggoy-estrada-s-release-from-jail-expected-today.html
"Manila, Manila, Philippines"	44.0407	-72.7093	PHILIPPINE	"Manila, Manila, Philippines"			Make pessimistic comment	Verbal Cooperation	-6.087	http://thestandard.com.ph/news/national/247099/jinggoy-estrada-s-release-from-jail-expected-today.html
"Manila, Manila, Philippines"	38.0293	-78.4767	HITMAN	"Manila, Manila, Philippines"	SENATE	"Manila, Manila, Philippines"	"Make an appeal or request, not specified below"	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Lima, Lima, Peru"	38.4623	-92.302	HITMAN	"Lima, Lima, Peru"	SENATE	"Lima, Lima, Peru"	"Consult, not specified below"	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Lima, Lima, Peru"	40.1135	-111.854	LEILA DE LIMA	"Manila, Manila, Philippines"	PHILIPPINE	"Manila, Manila, Philippines"	"Consult, not specified below"	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	32.9866	-83.6487	LEILA DE LIMA	"Lima, Lima, Peru"	PHILIPPINE	"Manila, Manila, Philippines"	Host a visit	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	37.8716	-122.273	LEILA DE LIMA	"Manila, Manila, Philippines"	PHILIPPINE	"Manila, Manila, Philippines"	Praise or endorse	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	38.8951	-77.0364	LEILA DE LIMA	"Lima, Lima, Peru"	PHILIPPINE	"Manila, Manila, Philippines"	Provide military aid	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Lima, Lima, Peru"	42.5667	-88.0501	MILITARY	"Lima, Lima, Peru"			"Return, release person(s)"	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Lima, Lima, Peru"	44.0407	-72.7093	MILITARY	"Manila, Manila, Philippines"	PERU	"Lima, Lima, Peru"	"Arrest, detain, or charge with legal action"	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Lima, Lima, Peru"	45.0025	-72.106	MILITARY	"Lima, Lima, Peru"	PERU	"Lima, Lima, Peru"	"Use conventional military force, not specified below"	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	35.9382	-77.7905	PHILIPPINE	"Manila, Manila, Philippines"			Fight with small arms and light weapons	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	35.7449	-86.7489	PHILIPPINE	"Manila, Manila, Philippines"	SUPREME COURT	"Manila, Manila, Philippines"	Praise or endorse	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	35.7449	-86.7489	PHILIPPINE	"Manila, Manila, Philippines"	SENATE	"Manila, Manila, Philippines"	"Investigate, not specified below"	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	39.017	-94.2816	PHILIPPINE	"Manila, Manila, Philippines"	PERU	"Lima, Lima, Peru"	"Reject, not specified below"	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	37.2958	-80.0554	PHILIPPINE	"Manila, Manila, Philippines"	PHILIPPINE	"Manila, Manila, Philippines"	Express intent to meet or negotiate	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Lima, Lima, Peru"	38.0293	-78.4767	PHILIPPINE	"Lima, Lima, Peru"			Express intent to meet or negotiate	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	30.6413	-96.3541	PHILIPPINE	"Manila, Manila, Philippines"	PHILIPPINE	"Manila, Manila, Philippines"	Express intent to meet or negotiate	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	43.4108	-71.5653	RIGHTS GROUP	"Manila, Manila, Philippines"	POLITICAL PRISONER	"Manila, Manila, Philippines"	Host a visit	Material Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Lima, Lima, Peru"	38.3566	-121.988	RIGHTS GROUP	"Lima, Lima, Peru"	POLITICAL PRISONER	"Lima, Lima, Peru"	Praise or endorse	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Lima, Lima, Peru"	37.8716	-122.273	SENATOR	"Lima, Lima, Peru"	PERU	"Lima, Lima, Peru"	Complain officially	Material Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Lima, Lima, Peru"	42.2836	-85.612	SENATOR	"Lima, Lima, Peru"	PERU	"Lima, Lima, Peru"	"Investigate, not specified below"	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	48.8667	2.33333	SUPREME COURT	"Manila, Manila, Philippines"	CATHOLIC	"Lima, Lima, Peru"	Host a visit	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Manila, Manila, Philippines"	48.8667	2.33333			PHILIPPINE	"Manila, Manila, Philippines"	Host a visit	Verbal Cooperation	-6.1005	http://m.philstar.com/breakingnews/show/5da6f1d7894884ae9934849529f55907?t=vpceq6hn8sbgkp78nekkskp545
"Campbell County, Wyoming, United States"	34.0983	-118.327	JUDGE	"Campbell County, Wyoming, United States"			Praise or endorse	Verbal Cooperation	-6.1224	http://www.kulr8.com/story/36380687/inmate-dies-at-wyoming-honor-farm
"Campbell County, Wyoming, United States"	34.0983	-118.327	PRISON	"Campbell County, Wyoming, United States"			Praise or endorse	Verbal Cooperation	-6.1224	http://www.kulr8.com/story/36380687/inmate-dies-at-wyoming-honor-farm
"Wyoming, United States"	39.0646	-105.327	PRISON	"Wyoming, United States"			"Make statement, not specified below"	Verbal Cooperation	-6.1224	http://www.kulr8.com/story/36380687/inmate-dies-at-wyoming-honor-farm
"Campbell County, Wyoming, United States"	62	10	UNITED STATES	"Campbell County, Wyoming, United States"			"Make statement, not specified below"	Verbal Cooperation	-6.1224	http://www.kulr8.com/story/36380687/inmate-dies-at-wyoming-honor-farm
"Wyoming, United States"	55.65	-2.25	UNITED STATES	"Wyoming, United States"	UNITED STATES	"Wyoming, United States"	"Consult, not specified below"	Verbal Cooperation	-6.1224	http://www.kulr8.com/story/36380687/inmate-dies-at-wyoming-honor-farm
"Wyoming, United States"	37.669	-84.6514	UNITED STATES	"Campbell County, Wyoming, United States"	UNITED STATES	"Wyoming, United States"	"Consult, not specified below"	Verbal Cooperation	-6.1224	http://www.kulr8.com/story/36380687/inmate-dies-at-wyoming-honor-farm
"Virginia, United States"	37.669	-84.6514	MALE	"Piedmont, Virginia, United States"			"Consult, not specified below"	Verbal Cooperation	-6.1404	http://www.nbc29.com/story/36380399/vsp-investigating-death-in-buckingham-county
"Richmond, Virginia, United States"	54	-4	MALE	"Richmond, Virginia, United States"			"Consult, not specified below"	Verbal Conflict	-6.1404	http://www.nbc29.com/story/36380399/vsp-investigating-death-in-buckingham-county
United States	37.669	-84.6514	EMPLOYER	United States			Praise or endorse	Verbal Cooperation	-6.1702	https://signalscv.com/2017/09/employers-need-tools-combat-domestic-violence/
United States	37.669	-84.6514	EMPLOYER	United States			Praise or endorse	Verbal Cooperation	-6.1702	https://signalscv.com/2017/09/employers-need-tools-combat-domestic-violence/
"Pueblo West, Colorado, United States"	37.669	-84.6514	DEALER	"Pueblo West, Colorado, United States"	DENVER	"Pueblo West, Colorado, United States"	Praise or endorse	Verbal Cooperation	-6.25	http://www.montrosepress.com/national/news/suspected-pueblo-heroin-dealer-charged-in-federal-court/article_522a01b8-d083-5975-a802-3e6fcbc2aef0.html
"Colorado, United States"	25	45	DEALER	"Colorado, United States"	DENVER	"Colorado, United States"	Criticize or denounce	Verbal Cooperation	-6.25	http://www.montrosepress.com/national/news/suspected-pueblo-heroin-dealer-charged-in-federal-court/article_522a01b8-d083-5975-a802-3e6fcbc2aef0.html
"Denver, Colorado, United States"	42.1497	-74.9384	DENVER	"Denver, Colorado, United States"	DEALER	"Denver, Colorado, United States"	Engage in negotiation	Material Cooperation	-6.25	http://www.montrosepress.com/national/news/suspected-pueblo-heroin-dealer-charged-in-federal-court/article_522a01b8-d083-5975-a802-3e6fcbc2aef0.html
"Denver, Colorado, United States"	42.2836	-85.612	DENVER	"Denver, Colorado, United States"	UNITED STATES	"Denver, Colorado, United States"	Praise or endorse	Verbal Cooperation	-6.25	http://www.montrosepress.com/national/news/suspected-pueblo-heroin-dealer-charged-in-federal-court/article_522a01b8-d083-5975-a802-3e6fcbc2aef0.html
"Denver, Colorado, United States"	43.3504	-84.5603	DENVER	"Denver, Colorado, United States"	UNITED STATES	"Denver, Colorado, United States"	Praise or endorse	Material Cooperation	-6.25	http://www.montrosepress.com/national/news/suspected-pueblo-heroin-dealer-charged-in-federal-court/article_522a01b8-d083-5975-a802-3e6fcbc2aef0.html
Canada	37.8716	-122.273	ATTORNEY	Canada	CANADA	Canada	"Accuse, not specified below"	Verbal Cooperation	-6.4057	http://www.timminspress.com/2017/09/15/sex-case-stepdad-awaits-judges-verdict
Canada	38.8951	-77.0364	CANADA	Canada			"Reject, not specified below"	Verbal Cooperation	-6.4057	http://www.timminspress.com/2017/09/15/sex-case-stepdad-awaits-judges-verdict
Canada	38.8951	-77.0364	CANADA	Canada	LAWYER	Canada	"Threaten, not specified below"	Verbal Cooperation	-6.4057	http://www.timminspress.com/2017/09/15/sex-case-stepdad-awaits-judges-verdict
Canada	40	127	CANADA	Canada			Criticize or denounce	Material Cooperation	-6.4057	http://www.timminspress.com/2017/09/15/sex-case-stepdad-awaits-judges-verdict
Canada	28.6	77.2	CANADA	Canada			"Make an appeal or request, not specified below"	Verbal Cooperation	-6.4057	http://www.timminspress.com/2017/09/15/sex-case-stepdad-awaits-judges-verdict
Canada	38.899	-77.0422	PUBLICATION	Canada			"Make an appeal or request, not specified below"	Verbal Cooperation	-6.4057	http://www.timminspress.com/2017/09/15/sex-case-stepdad-awaits-judges-verdict
Mexico	38.8951	-77.0364	PERPETRATOR	"Parsons Green, Hammersmith and Fulham, United Kingdom"	TERRORIST	Mexico	Appeal to others to meet or negotiate	Verbal Cooperation	-6.4735	http://www.pentictonherald.ca/news/world_news/article_d4271864-6175-5d83-9503-7dd5e5b76ba4.html
Iraq	38.899	-77.0422	CANADA	"Toronto, Ontario, Canada"	IRAQ	Iraq	Make a visit	Verbal Cooperation	-6.4955	https://www.insidebelleville.com/news-story/7558423-ex-hudbay-guard-faces-new-trial-in-guatemala/
"Toronto, Ontario, Canada"	39.7334	-75.133	COMPANY	"Toronto, Ontario, Canada"	GUATEMALA	"Toronto, Ontario, Canada"	Make optimistic comment	Verbal Cooperation	-6.4955	https://www.insidebelleville.com/news-story/7558423-ex-hudbay-guard-faces-new-trial-in-guatemala/
Iraq	42.1497	-74.9384	COMPANY	"Toronto, Ontario, Canada"	GUATEMALA	Iraq	"Disapprove, not specified below"	Verbal Cooperation	-6.4955	https://www.insidebelleville.com/news-story/7558423-ex-hudbay-guard-faces-new-trial-in-guatemala/
